stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.870,"[-1.482, -0.258]",0.612,-2.416,0.022
norefined,c,-6.050,"[-10.609, -1.492]",4.558,-2.255,0.032
norefined,s,-4.303,"[-7.616, -0.989]",3.313,-2.206,0.035
norefined,k0,-0.448,"[-1.237, 0.341]",0.789,-0.965,0.342
norefined,k1,0.835,"[-0.121, 1.792]",0.957,1.484,0.149
norefined,k2,-0.046,"[-1.067, 0.974]",1.020,-0.077,0.939
norefined,k3,-1.450,"[-2.483, -0.417]",1.033,-2.385,0.024
norefined,k4,-0.738,"[-1.931, 0.454]",1.193,-1.052,0.301
norefined,k5,0.123,"[-0.957, 1.204]",1.080,0.194,0.848
refined,tt,-0.949,"[-1.246, -0.652]",0.297,-5.422,0.000
refined,c,-4.991,"[-6.825, -3.157]",1.834,-4.624,0.000
refined,s,-2.525,"[-3.556, -1.494]",1.031,-4.161,0.000
refined,k0,-0.116,"[-0.521, 0.288]",0.404,-0.489,0.629
refined,k1,-0.026,"[-0.448, 0.395]",0.421,-0.107,0.916
refined,k2,0.201,"[-0.502, 0.904]",0.703,0.486,0.631
refined,k3,0.030,"[-0.404, 0.465]",0.434,0.119,0.906
refined,k4,0.134,"[-0.44, 0.709]",0.575,0.397,0.694
refined,k5,0.259,"[-0.272, 0.79]",0.531,0.828,0.414
