stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.897,"[-2.035, 0.242]",1.138,-1.428,0.184
norefined,c,-5.839,"[-14.21, 2.532]",8.371,-1.264,0.235
norefined,s,-4.373,"[-9.532, 0.785]",5.159,-1.536,0.155
norefined,k0,-0.628,"[-2.87, 1.613]",2.241,-0.508,0.622
norefined,k1,1.518,"[-0.385, 3.422]",1.903,1.446,0.179
norefined,k2,-0.125,"[-2.441, 2.19]",2.316,-0.098,0.924
norefined,k3,-1.654,"[-5.271, 1.963]",3.617,-0.829,0.427
norefined,k4,-0.667,"[-2.957, 1.623]",2.290,-0.528,0.609
norefined,k5,0.223,"[-2.675, 3.121]",2.898,0.139,0.892
refined,tt,-1.064,"[-1.867, -0.261]",0.803,-2.402,0.037
refined,c,-5.994,"[-11.229, -0.758]",5.235,-2.075,0.065
refined,s,-3.204,"[-6.529, 0.12]",3.325,-1.747,0.111
refined,k0,-0.299,"[-1.423, 0.824]",1.123,-0.483,0.639
refined,k1,0.354,"[-1.01, 1.718]",1.364,0.471,0.648
refined,k2,0.346,"[-1.07, 1.761]",1.416,0.442,0.668
refined,k3,-1.086,"[-2.823, 0.651]",1.737,-1.134,0.283
refined,k4,-0.294,"[-1.674, 1.087]",1.380,-0.386,0.708
refined,k5,0.323,"[-1.273, 1.92]",1.597,0.367,0.721
