stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.887,"[-1.458, -0.316]",0.571,-2.592,0.012
norefined,c,-6.712,"[-11.286, -2.137]",4.574,-2.447,0.017
norefined,s,-2.327,"[-3.823, -0.831]",1.496,-2.595,0.012
norefined,k0,-0.097,"[-0.98, 0.786]",0.883,-0.183,0.855
norefined,k1,1.056,"[-0.038, 2.15]",1.094,1.611,0.112
norefined,k2,-1.383,"[-2.75, -0.016]",1.367,-1.688,0.096
norefined,k3,-0.104,"[-1.158, 0.951]",1.054,-0.164,0.870
norefined,k4,-1.009,"[-2.369, 0.35]",1.360,-1.238,0.220
norefined,k5,-0.426,"[-1.647, 0.794]",1.221,-0.582,0.562
refined,tt,-1.031,"[-1.508, -0.554]",0.477,-3.607,0.001
refined,c,-5.450,"[-7.988, -2.912]",2.538,-3.582,0.001
refined,s,-2.953,"[-4.5, -1.406]",1.547,-3.183,0.002
refined,k0,0.085,"[-0.616, 0.786]",0.701,0.202,0.841
refined,k1,-0.295,"[-1.051, 0.461]",0.756,-0.651,0.517
refined,k2,-0.083,"[-0.729, 0.562]",0.645,-0.215,0.831
refined,k3,-0.884,"[-1.737, -0.031]",0.853,-1.728,0.089
refined,k4,-0.061,"[-0.685, 0.563]",0.624,-0.163,0.871
refined,k5,0.513,"[-0.623, 1.648]",1.135,0.753,0.454
