stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.319,-6.727,-1.072,0.462,1.915,-1.233,0.224,-1.416,-0.027,1396781010.550,0.047
norefined,2,-0.783,-6.673,-1.223,0.399,1.883,-1.264,0.196,-1.420,-0.073,808036594.127,0.117
norefined,3,-0.703,-6.639,-1.664,0.310,1.731,-1.333,0.205,-1.344,-0.149,581513252.160,0.106
norefined,4,-1.136,-6.565,-1.866,0.221,1.664,-1.356,0.195,-1.314,-0.203,618236595.338,0.173
norefined,5,-0.696,-6.621,-2.057,0.179,1.563,-1.361,0.173,-1.249,-0.221,471763143.325,0.105
norefined,6,-1.181,-6.561,-2.131,0.115,1.535,-1.350,0.166,-1.240,-0.245,534867331.223,0.180
norefined,7,-0.727,-6.619,-2.293,0.087,1.448,-1.347,0.148,-1.166,-0.250,411836177.593,0.110
norefined,8,-1.218,-6.564,-2.338,0.035,1.430,-1.319,0.148,-1.159,-0.259,490203704.762,0.185
norefined,9,-0.754,-6.626,-2.475,0.018,1.355,-1.311,0.136,-1.080,-0.254,375422268.785,0.114
norefined,10,-1.247,-6.573,-2.502,-0.025,1.343,-1.273,0.142,-1.073,-0.252,462310767.259,0.190
refined,11,-0.754,-6.626,-2.475,0.018,1.355,-1.311,0.136,-1.080,-0.254,375422268.785,0.114
refined,12,-0.836,-4.781,-2.999,0.023,-0.184,0.197,-0.411,0.313,0.595,197418457.861,0.175
refined,13,-0.977,-5.826,-3.307,0.166,0.051,0.074,-0.475,0.252,0.513,183902696.946,0.168
refined,14,-0.957,-5.759,-3.269,0.120,0.047,0.065,-0.428,0.203,0.464,183663526.714,0.166
refined,15,-0.964,-5.800,-3.294,0.126,0.050,0.065,-0.434,0.197,0.473,183656861.359,0.166
refined,16,-0.962,-5.788,-3.287,0.124,0.048,0.065,-0.431,0.196,0.469,183656420.858,0.166
refined,17,-0.963,-5.793,-3.290,0.124,0.049,0.065,-0.432,0.196,0.470,183656378.109,0.166
refined,18,-0.963,-5.791,-3.289,0.124,0.048,0.065,-0.432,0.196,0.470,183656373.700,0.166
refined,19,-0.963,-5.792,-3.289,0.124,0.048,0.065,-0.432,0.196,0.470,183656373.226,0.166
refined,20,-0.963,-5.792,-3.289,0.124,0.048,0.065,-0.432,0.196,0.470,183656373.174,0.166
