stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.301,"[-2.483, -0.119]",1.182,-2.197,0.031
norefined,c,-6.499,"[-12.205, -0.793]",5.706,-2.273,0.026
norefined,s,-2.895,"[-5.654, -0.136]",2.759,-2.094,0.040
norefined,k0,0.031,"[-1.105, 1.166]",1.136,0.054,0.957
norefined,k1,-0.528,"[-2.231, 1.175]",1.703,-0.619,0.538
norefined,k2,-0.854,"[-2.551, 0.844]",1.697,-1.004,0.319
norefined,k3,-1.319,"[-3.116, 0.477]",1.796,-1.466,0.147
norefined,k4,0.177,"[-0.95, 1.304]",1.127,0.314,0.754
norefined,k5,0.065,"[-1.222, 1.352]",1.287,0.101,0.920
refined,tt,-1.035,"[-1.719, -0.351]",0.684,-3.022,0.004
refined,c,-5.879,"[-9.565, -2.192]",3.686,-3.183,0.002
refined,s,-2.453,"[-4.342, -0.564]",1.889,-2.592,0.012
refined,k0,0.509,"[-0.52, 1.539]",1.029,0.987,0.327
refined,k1,-0.984,"[-2.226, 0.258]",1.242,-1.581,0.119
refined,k2,-0.352,"[-1.657, 0.952]",1.304,-0.539,0.592
refined,k3,0.359,"[-0.798, 1.516]",1.157,0.619,0.538
refined,k4,-0.558,"[-1.448, 0.331]",0.890,-1.253,0.215
refined,k5,0.171,"[-0.804, 1.146]",0.975,0.350,0.728
