stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,33.784,2.023,0.000,0,9,2322499805.058,419359457.845,76
refined,65.206,2.023,0.000,0,9,2322499805.058,237986040.281,76
