stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.734,"[-1.243, -0.224]",0.510,-2.401,0.019
norefined,c,-5.618,"[-9.302, -1.934]",3.684,-2.544,0.013
norefined,s,-3.377,"[-5.487, -1.268]",2.110,-2.670,0.009
norefined,k0,0.769,"[-0.615, 2.153]",1.384,0.927,0.357
norefined,k1,-0.139,"[-0.799, 0.521]",0.660,-0.350,0.727
norefined,k2,0.806,"[-0.154, 1.766]",0.960,1.400,0.166
norefined,k3,-0.449,"[-1.124, 0.227]",0.676,-1.108,0.272
norefined,k4,-0.237,"[-1.357, 0.884]",1.121,-0.352,0.726
norefined,k5,0.510,"[-0.468, 1.488]",0.978,0.870,0.388
refined,tt,-1.530,"[-2.533, -0.527]",1.003,-2.544,0.013
refined,c,-9.930,"[-16.414, -3.447]",6.484,-2.555,0.013
refined,s,-4.845,"[-8.112, -1.577]",3.267,-2.473,0.016
refined,k0,1.384,"[-0.586, 3.354]",1.970,1.172,0.245
refined,k1,-0.057,"[-0.788, 0.675]",0.732,-0.129,0.898
refined,k2,0.458,"[-0.589, 1.504]",1.046,0.729,0.468
refined,k3,-0.223,"[-0.961, 0.516]",0.739,-0.503,0.617
refined,k4,0.472,"[-0.605, 1.549]",1.077,0.731,0.468
refined,k5,-0.145,"[-1.342, 1.052]",1.197,-0.202,0.841
