stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,133.349,2.023,0.000,0,9,3170465020.374,167638384.374,76
refined,256.103,2.023,0.000,0,9,3170465020.374,89556228.884,76
