attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.890,"[-1.207, -0.574]",0.316,-5.623,0.000,16,0.150,89556228.884,0.095,-1.000,0.110,0,0,fn
c,-5.513,"[-7.246, -3.78]",1.733,-6.351,0.000,16,0.150,89556228.884,0.095,-6.000,0.487,0,0,fn
s,-2.739,"[-3.525, -1.953]",0.786,-6.954,0.000,16,0.150,89556228.884,0.095,-3.000,0.261,0,0,fn
k0,0.018,"[-0.35, 0.386]",0.368,0.098,0.923,16,0.150,89556228.884,0.095,0.000,0.018,0,0,fp
k1,0.317,"[-0.218, 0.853]",0.536,1.183,0.241,16,0.150,89556228.884,0.095,0.000,0.317,0,0,fp
k2,-0.140,"[-0.593, 0.313]",0.453,-0.616,0.540,16,0.150,89556228.884,0.095,0.000,-0.140,0,0,fp
k3,0.100,"[-0.37, 0.57]",0.470,0.424,0.673,16,0.150,89556228.884,0.095,0.000,0.100,0,0,fp
k4,0.136,"[-0.42, 0.691]",0.556,0.487,0.628,16,0.150,89556228.884,0.095,0.000,0.136,0,0,fp
k5,-0.228,"[-0.755, 0.299]",0.527,-0.864,0.391,16,0.150,89556228.884,0.095,0.000,-0.228,0,0,fp
vot,0.162,,,,,16,0.150,89556228.884,0.095,0.167,-0.005,0,0,fn
tt,-1.029,"[-1.408, -0.65]",0.379,-5.421,0.000,16,0.200,112406285.024,0.106,-1.000,-0.029,0,0,fn
c,-6.040,"[-8.054, -4.027]",2.014,-5.987,0.000,16,0.200,112406285.024,0.106,-6.000,-0.040,0,0,fn
s,-2.977,"[-3.89, -2.063]",0.914,-6.503,0.000,16,0.200,112406285.024,0.106,-3.000,0.023,0,0,fn
k0,0.008,"[-0.383, 0.4]",0.392,0.043,0.966,16,0.200,112406285.024,0.106,0.000,0.008,0,0,fp
k1,0.276,"[-0.364, 0.915]",0.639,0.861,0.392,16,0.200,112406285.024,0.106,0.000,0.276,0,0,fp
k2,0.040,"[-0.488, 0.567]",0.527,0.150,0.881,16,0.200,112406285.024,0.106,0.000,0.040,0,0,fp
k3,-0.262,"[-0.835, 0.311]",0.573,-0.912,0.365,16,0.200,112406285.024,0.106,0.000,-0.262,0,0,fp
k4,0.112,"[-0.521, 0.746]",0.633,0.354,0.724,16,0.200,112406285.024,0.106,0.000,0.112,0,0,fp
k5,-0.210,"[-0.815, 0.395]",0.605,-0.694,0.490,16,0.200,112406285.024,0.106,0.000,-0.210,0,0,fp
vot,0.170,,,,,16,0.200,112406285.024,0.106,0.167,0.004,0,0,fn
tt,-0.693,"[-0.996, -0.39]",0.303,-4.572,0.000,16,0.250,160390258.440,0.129,-1.000,0.307,0,0,fn
c,-4.863,"[-6.786, -2.939]",1.924,-5.045,0.000,16,0.250,160390258.440,0.129,-6.000,1.137,0,0,fn
s,-2.616,"[-3.598, -1.634]",0.982,-5.320,0.000,16,0.250,160390258.440,0.129,-3.000,0.384,0,0,fn
k0,-0.095,"[-0.526, 0.335]",0.431,-0.441,0.661,16,0.250,160390258.440,0.129,0.000,-0.095,0,0,fp
k1,0.105,"[-0.487, 0.697]",0.592,0.355,0.723,16,0.250,160390258.440,0.129,0.000,0.105,0,0,fp
k2,0.413,"[-0.085, 0.911]",0.498,1.657,0.102,16,0.250,160390258.440,0.129,0.000,0.413,0,0,fp
k3,-0.013,"[-0.553, 0.527]",0.540,-0.048,0.962,16,0.250,160390258.440,0.129,0.000,-0.013,0,0,fp
k4,0.064,"[-0.584, 0.711]",0.648,0.196,0.845,16,0.250,160390258.440,0.129,0.000,0.064,0,0,fp
k5,0.072,"[-0.565, 0.709]",0.637,0.226,0.822,16,0.250,160390258.440,0.129,0.000,0.072,0,0,fp
vot,0.143,,,,,16,0.250,160390258.440,0.129,0.167,-0.024,0,0,fn
