stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,49.006,2.023,0.000,76,0,9,2684229319.576,353985899.505
refined,122.629,2.023,0.000,76,0,9,2684229319.576,153626001.682
