stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,37.758,2.023,0.000,0,9,2500433517.852,411797278.089,76
refined,133.298,2.023,0.000,0,9,2500433517.852,132258360.598,76
