stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.971,"[-1.955, 0.013]",0.984,-1.645,0.105
norefined,c,-5.467,"[-10.174, -0.761]",4.706,-1.937,0.057
norefined,s,-2.543,"[-4.63, -0.456]",2.087,-2.033,0.046
norefined,k0,0.678,"[-0.369, 1.724]",1.047,1.080,0.284
norefined,k1,-1.615,"[-3.457, 0.226]",1.842,-1.463,0.148
norefined,k2,1.291,"[-0.742, 3.324]",2.033,1.059,0.293
norefined,k3,0.078,"[-1.117, 1.274]",1.195,0.109,0.913
norefined,k4,-0.621,"[-1.796, 0.554]",1.175,-0.882,0.381
norefined,k5,-1.267,"[-2.509, -0.024]",1.243,-1.700,0.094
refined,tt,-1.183,"[-2.011, -0.355]",0.828,-2.383,0.020
refined,c,-7.696,"[-12.64, -2.752]",4.944,-2.596,0.012
refined,s,-3.348,"[-5.495, -1.201]",2.147,-2.601,0.011
refined,k0,0.701,"[-0.207, 1.61]",0.909,1.287,0.202
refined,k1,0.178,"[-1.33, 1.687]",1.508,0.197,0.844
refined,k2,-1.502,"[-3.58, 0.576]",2.078,-1.205,0.232
refined,k3,-1.279,"[-2.661, 0.102]",1.382,-1.544,0.127
refined,k4,0.545,"[-0.384, 1.475]",0.929,0.979,0.331
refined,k5,-0.030,"[-0.827, 0.766]",0.796,-0.063,0.950
