attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.242,"[-1.817, -0.668]",0.574,-3.609,0.001,11.194,ngd,46,295310057.920,0.176,-1.000,-0.242,0,0,fn
c,-5.632,"[-8.309, -2.955]",2.677,-3.509,0.001,11.194,ngd,46,295310057.920,0.176,-6.000,0.368,0,0,fn
s,-2.883,"[-4.364, -1.402]",1.481,-3.247,0.002,11.194,ngd,46,295310057.920,0.176,-3.000,0.117,0,0,fn
k0,-0.715,"[-1.439, 0.009]",0.724,-1.647,0.104,11.194,ngd,46,295310057.920,0.176,0.000,-0.715,0,0,fp
k1,0.215,"[-0.698, 1.127]",0.912,0.392,0.696,11.194,ngd,46,295310057.920,0.176,0.000,0.215,0,0,fp
k2,-0.475,"[-1.41, 0.46]",0.935,-0.847,0.400,11.194,ngd,46,295310057.920,0.176,0.000,-0.475,0,0,fp
k3,0.321,"[-0.599, 1.241]",0.920,0.582,0.562,11.194,ngd,46,295310057.920,0.176,0.000,0.321,0,0,fp
k4,0.099,"[-0.568, 0.767]",0.668,0.247,0.805,11.194,ngd,46,295310057.920,0.176,0.000,0.099,0,0,fp
k5,-0.906,"[-2.049, 0.237]",1.143,-1.322,0.191,11.194,ngd,46,295310057.920,0.176,0.000,-0.906,0,0,fp
vot,0.221,,,,,11.194,ngd,46,295310057.920,0.176,0.167,0.054,0,0,fn
tt,-1.777,"[-3.919, 0.364]",2.141,-1.384,0.171,11.843,lm,46,1588065585.300,0.409,-1.000,-0.777,1,0,fn
c,-4.615,"[-10.79, 1.56]",6.175,-1.246,0.217,11.843,lm,46,1588065585.300,0.409,-6.000,1.385,1,0,fn
s,-2.807,"[-6.688, 1.075]",3.881,-1.206,0.232,11.843,lm,46,1588065585.300,0.409,-3.000,0.193,1,0,fn
k0,-1.931,"[-4.148, 0.285]",2.217,-1.453,0.151,11.843,lm,46,1588065585.300,0.409,0.000,-1.931,0,0,fp
k1,1.637,"[-0.79, 4.065]",2.427,1.125,0.265,11.843,lm,46,1588065585.300,0.409,0.000,1.637,0,0,fp
k2,-0.411,"[-1.663, 0.842]",1.253,-0.547,0.586,11.843,lm,46,1588065585.300,0.409,0.000,-0.411,0,0,fp
k3,1.068,"[-1.226, 3.362]",2.294,0.777,0.440,11.843,lm,46,1588065585.300,0.409,0.000,1.068,0,0,fp
k4,1.279,"[-1.13, 3.688]",2.409,0.885,0.379,11.843,lm,46,1588065585.300,0.409,0.000,1.279,0,0,fp
k5,-1.149,"[-3.809, 1.51]",2.659,-0.721,0.474,11.843,lm,46,1588065585.300,0.409,0.000,-1.149,0,0,fp
vot,0.385,,,,,11.843,lm,46,1588065585.300,0.409,0.167,0.219,0,0,fn
tt,-0.878,"[-1.169, -0.586]",0.292,-5.017,0.000,23.008,ngd+lm,46,141325875.027,0.122,-1.000,0.122,0,0,fn
c,-5.240,"[-6.978, -3.502]",1.738,-5.030,0.000,23.008,ngd+lm,46,141325875.027,0.122,-6.000,0.760,0,0,fn
s,-2.731,"[-3.687, -1.775]",0.956,-4.763,0.000,23.008,ngd+lm,46,141325875.027,0.122,-3.000,0.269,0,0,fn
k0,-0.175,"[-0.61, 0.26]",0.435,-0.670,0.505,23.008,ngd+lm,46,141325875.027,0.122,0.000,-0.175,0,0,fp
k1,-0.301,"[-0.82, 0.218]",0.519,-0.967,0.337,23.008,ngd+lm,46,141325875.027,0.122,0.000,-0.301,0,0,fp
k2,-0.174,"[-0.646, 0.299]",0.472,-0.614,0.541,23.008,ngd+lm,46,141325875.027,0.122,0.000,-0.174,0,0,fp
k3,0.275,"[-0.298, 0.848]",0.573,0.802,0.426,23.008,ngd+lm,46,141325875.027,0.122,0.000,0.275,0,0,fp
k4,0.000,"[-0.36, 0.361]",0.360,0.002,0.999,23.008,ngd+lm,46,141325875.027,0.122,0.000,0.000,0,0,fp
k5,0.344,"[-0.213, 0.9]",0.557,1.029,0.307,23.008,ngd+lm,46,141325875.027,0.122,0.000,0.344,0,0,fp
vot,0.167,,,,,23.008,ngd+lm,46,141325875.027,0.122,0.167,0.001,0,0,fn
