stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.607,"[-0.906, -0.307]",0.300,-3.373,0.001
norefined,c,-6.151,"[-8.966, -3.336]",2.815,-3.645,0.001
norefined,s,-2.767,"[-3.908, -1.626]",1.141,-4.044,0.000
norefined,k0,-0.635,"[-1.401, 0.131]",0.766,-1.383,0.171
norefined,k1,-0.540,"[-1.221, 0.141]",0.681,-1.324,0.190
norefined,k2,0.990,"[0.048, 1.932]",0.942,1.754,0.084
norefined,k3,0.344,"[-0.423, 1.111]",0.767,0.748,0.457
norefined,k4,0.408,"[-0.325, 1.141]",0.733,0.929,0.356
norefined,k5,-0.171,"[-0.897, 0.554]",0.726,-0.394,0.695
refined,tt,-1.137,"[-1.521, -0.754]",0.384,-4.946,0.000
refined,c,-7.326,"[-9.652, -4.999]",2.326,-5.252,0.000
refined,s,-3.132,"[-4.052, -2.211]",0.921,-5.675,0.000
refined,k0,0.576,"[0.058, 1.095]",0.518,1.855,0.068
refined,k1,-0.061,"[-0.534, 0.413]",0.473,-0.214,0.831
refined,k2,1.133,"[0.449, 1.817]",0.684,2.764,0.007
refined,k3,0.597,"[-0.112, 1.305]",0.708,1.405,0.165
refined,k4,0.141,"[-0.403, 0.685]",0.544,0.432,0.667
refined,k5,-0.872,"[-1.523, -0.222]",0.651,-2.236,0.029
