stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.733,"[-1.344, -0.122]",0.611,-2.396,0.019
norefined,c,-5.666,"[-10.428, -0.904]",4.762,-2.375,0.020
norefined,s,-3.588,"[-6.645, -0.532]",3.057,-2.343,0.022
norefined,k0,0.786,"[-1.035, 2.606]",1.821,0.861,0.392
norefined,k1,-0.572,"[-2.206, 1.063]",1.635,-0.698,0.488
norefined,k2,0.331,"[-1.02, 1.681]",1.351,0.489,0.627
norefined,k3,0.860,"[-0.868, 2.588]",1.728,0.993,0.324
norefined,k4,1.072,"[-0.635, 2.779]",1.707,1.253,0.215
norefined,k5,0.547,"[-1.068, 2.163]",1.615,0.676,0.501
refined,tt,-1.396,"[-2.754, -0.037]",1.358,-2.051,0.044
refined,c,-9.655,"[-19.842, 0.531]",10.186,-1.892,0.063
refined,s,-4.101,"[-8.308, 0.106]",4.207,-1.946,0.056
refined,k0,1.265,"[-1.143, 3.674]",2.409,1.049,0.298
refined,k1,0.234,"[-1.841, 2.309]",2.075,0.225,0.823
refined,k2,-0.330,"[-1.996, 1.336]",1.666,-0.396,0.694
refined,k3,-0.182,"[-2.22, 1.856]",2.038,-0.178,0.859
refined,k4,-0.172,"[-2.191, 1.848]",2.020,-0.170,0.866
refined,k5,-0.157,"[-3.225, 2.91]",3.067,-0.102,0.919
