stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.479,-4.180,-3.952,1.734,0.918,-1.154,0.496,-0.993,0.652,914679190.333,0.115
norefined,2,-0.892,-4.284,-3.878,1.607,0.802,-1.119,0.453,-0.972,0.481,576880530.929,0.208
norefined,3,-1.173,-4.475,-3.731,1.452,0.605,-1.057,0.390,-0.920,0.280,439305026.134,0.262
norefined,4,-0.930,-4.724,-3.628,1.325,0.369,-0.964,0.324,-0.874,0.104,330259761.064,0.197
norefined,5,-1.229,-4.900,-3.413,1.291,0.226,-0.788,0.361,-0.715,0.045,282275709.694,0.251
norefined,6,-0.808,-5.060,-3.388,1.285,0.096,-0.644,0.348,-0.655,-0.027,231976083.593,0.160
norefined,7,-1.226,-5.127,-3.220,1.291,0.020,-0.506,0.383,-0.530,-0.040,222365205.211,0.239
norefined,8,-0.753,-5.229,-3.273,1.266,-0.035,-0.444,0.349,-0.505,-0.096,194566768.481,0.144
norefined,9,-1.204,-5.266,-3.131,1.264,-0.080,-0.340,0.376,-0.398,-0.095,198439849.260,0.229
norefined,10,-0.722,-5.340,-3.217,1.228,-0.096,-0.315,0.336,-0.391,-0.136,179652667.408,0.135
refined,11,-0.722,-5.340,-3.217,1.228,-0.096,-0.315,0.336,-0.391,-0.136,179652667.408,0.135
refined,12,-1.096,-6.551,-3.518,0.928,0.102,0.087,-0.009,0.025,-0.006,106136579.716,0.167
refined,13,-1.156,-7.028,-3.785,0.868,0.111,0.139,0.092,0.089,-0.023,104766573.907,0.164
refined,14,-1.177,-7.140,-3.859,0.891,0.115,0.146,0.098,0.084,-0.019,104735423.777,0.165
refined,15,-1.187,-7.189,-3.892,0.901,0.115,0.147,0.103,0.083,-0.017,104730474.169,0.165
refined,16,-1.190,-7.209,-3.905,0.905,0.115,0.147,0.104,0.082,-0.016,104729668.143,0.165
refined,17,-1.192,-7.217,-3.910,0.907,0.115,0.148,0.105,0.082,-0.016,104729538.795,0.165
refined,18,-1.193,-7.220,-3.912,0.907,0.115,0.148,0.105,0.082,-0.016,104729518.175,0.165
refined,19,-1.193,-7.222,-3.913,0.908,0.115,0.148,0.105,0.082,-0.016,104729514.897,0.165
refined,20,-1.193,-7.222,-3.913,0.908,0.115,0.148,0.105,0.082,-0.016,104729514.376,0.165
