stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.108,"[-1.658, -0.558]",0.550,-4.022,0.000
norefined,c,-5.348,"[-8.002, -2.694]",2.654,-4.022,0.000
norefined,s,-2.992,"[-4.635, -1.348]",1.644,-3.632,0.001
norefined,k0,0.968,"[-0.013, 1.95]",0.981,1.970,0.053
norefined,k1,-0.032,"[-0.788, 0.725]",0.756,-0.084,0.933
norefined,k2,-0.494,"[-1.063, 0.075]",0.569,-1.732,0.088
norefined,k3,0.342,"[-0.482, 1.166]",0.824,0.827,0.411
norefined,k4,-0.614,"[-1.179, -0.048]",0.565,-2.167,0.034
norefined,k5,-0.209,"[-0.649, 0.231]",0.440,-0.949,0.346
refined,tt,-0.930,"[-1.332, -0.527]",0.402,-4.611,0.000
refined,c,-5.899,"[-8.176, -3.621]",2.278,-5.169,0.000
refined,s,-2.694,"[-3.842, -1.546]",1.148,-4.685,0.000
refined,k0,-0.122,"[-0.747, 0.503]",0.625,-0.391,0.697
refined,k1,0.282,"[-0.3, 0.864]",0.582,0.966,0.337
refined,k2,0.031,"[-0.33, 0.391]",0.360,0.169,0.866
refined,k3,0.036,"[-0.545, 0.617]",0.581,0.123,0.902
refined,k4,0.126,"[-0.279, 0.531]",0.405,0.621,0.537
refined,k5,-0.287,"[-0.632, 0.058]",0.345,-1.659,0.102
