stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,106.265,2.023,0.000,76,0,9,2744085685.978,179652667.408
refined,187.612,2.023,0.000,76,0,9,2744085685.978,104729514.376
