stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.462,"[-0.742, -0.183]",0.279,-2.761,0.007
norefined,c,-4.702,"[-7.56, -1.845]",2.858,-2.745,0.008
norefined,s,-2.590,"[-4.023, -1.157]",1.433,-3.014,0.004
norefined,k0,-0.338,"[-1.392, 0.717]",1.055,-0.534,0.595
norefined,k1,0.442,"[-0.434, 1.318]",0.876,0.841,0.403
norefined,k2,-0.049,"[-0.998, 0.9]",0.949,-0.086,0.932
norefined,k3,-1.163,"[-2.154, -0.172]",0.991,-1.957,0.054
norefined,k4,0.677,"[-0.442, 1.796]",1.119,1.009,0.316
norefined,k5,-0.398,"[-1.523, 0.727]",1.125,-0.590,0.557
refined,tt,-1.856,"[-3.257, -0.455]",1.401,-2.210,0.031
refined,c,-12.332,"[-21.655, -3.009]",9.323,-2.206,0.031
refined,s,-6.004,"[-10.667, -1.341]",4.663,-2.148,0.035
refined,k0,0.177,"[-0.997, 1.351]",1.174,0.252,0.802
refined,k1,0.823,"[-0.519, 2.164]",1.341,1.023,0.310
refined,k2,0.003,"[-0.681, 0.686]",0.684,0.006,0.995
refined,k3,0.989,"[-0.719, 2.698]",1.708,0.966,0.338
refined,k4,-1.217,"[-2.923, 0.488]",1.706,-1.190,0.238
refined,k5,0.081,"[-2.19, 2.352]",2.271,0.059,0.953
