stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.667,-4.226,-1.348,-0.755,1.097,0.739,-1.802,0.951,-1.044,2520604855.982,0.394
norefined,2,-1.242,-4.336,-1.526,-0.755,0.985,0.666,-1.880,0.932,-1.077,1660931807.741,0.286
norefined,3,-0.792,-4.412,-1.686,-0.739,0.884,0.620,-1.941,0.914,-1.079,1071836415.928,0.180
norefined,4,-0.372,-4.464,-1.904,-0.708,0.787,0.537,-1.917,0.871,-1.022,1034657693.409,0.083
norefined,5,-0.852,-4.470,-1.937,-0.712,0.751,0.454,-1.841,0.834,-0.969,981055457.087,0.191
norefined,6,-0.407,-4.518,-2.122,-0.679,0.674,0.396,-1.806,0.813,-0.915,940448683.781,0.090
norefined,7,-0.885,-4.523,-2.145,-0.672,0.642,0.318,-1.713,0.788,-0.846,904540845.776,0.196
norefined,8,-0.428,-4.567,-2.312,-0.640,0.577,0.270,-1.671,0.775,-0.797,869470055.876,0.094
norefined,9,-0.907,-4.572,-2.317,-0.628,0.547,0.202,-1.575,0.761,-0.724,840657961.739,0.198
norefined,10,-0.443,-4.613,-2.470,-0.598,0.489,0.159,-1.532,0.750,-0.682,815864891.923,0.096
refined,11,-0.443,-4.613,-2.470,-0.598,0.489,0.159,-1.532,0.750,-0.682,815864891.923,0.096
refined,12,-0.981,-6.757,-3.418,-0.361,0.214,-0.143,-0.663,0.765,-0.145,587006637.188,0.145
refined,13,-0.869,-6.900,-3.298,-0.626,0.432,-0.337,-0.853,1.276,0.592,582247604.288,0.126
refined,14,-1.204,-9.213,-4.404,-1.138,0.385,-0.284,-0.779,1.417,0.677,573832545.102,0.131
refined,15,-1.109,-9.396,-4.298,-1.182,0.539,-0.780,-1.218,2.430,1.070,575435924.319,0.118
refined,16,-1.495,-12.170,-5.565,-1.902,0.328,-0.536,-0.920,2.599,0.957,565542120.385,0.123
refined,17,-1.642,-14.690,-6.314,-2.151,0.536,-0.686,-1.131,4.013,1.142,564180523.767,0.112
refined,18,-2.175,-19.172,-8.318,-3.535,0.013,0.058,-0.399,4.789,0.870,552477162.659,0.113
refined,19,-3.816,-35.459,-14.683,-6.328,-0.157,0.586,0.361,10.090,0.273,545552642.070,0.108
refined,20,-4.891,-44.950,-19.244,-9.687,-0.989,1.413,1.611,13.150,0.110,538839872.034,0.109
