stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.794,"[-1.426, -0.162]",0.632,-2.508,0.015
norefined,c,-6.795,"[-12.207, -1.384]",5.412,-2.506,0.015
norefined,s,-2.924,"[-5.125, -0.723]",2.201,-2.652,0.010
norefined,k0,-1.025,"[-2.982, 0.931]",1.956,-1.046,0.299
norefined,k1,1.094,"[-0.323, 2.511]",1.417,1.541,0.128
norefined,k2,-1.299,"[-3.289, 0.69]",1.990,-1.303,0.197
norefined,k3,-0.465,"[-1.996, 1.066]",1.531,-0.606,0.546
norefined,k4,-1.686,"[-3.249, -0.122]",1.564,-2.151,0.035
norefined,k5,-0.687,"[-2.224, 0.849]",1.536,-0.893,0.375
refined,tt,-1.131,"[-1.799, -0.463]",0.668,-3.380,0.001
refined,c,-6.909,"[-10.607, -3.212]",3.697,-3.730,0.000
refined,s,-3.868,"[-6.02, -1.717]",2.152,-3.589,0.001
refined,k0,-0.236,"[-1.403, 0.93]",1.166,-0.405,0.687
refined,k1,0.250,"[-0.397, 0.898]",0.648,0.771,0.443
refined,k2,0.752,"[-0.292, 1.797]",1.044,1.437,0.155
refined,k3,-0.013,"[-0.667, 0.64]",0.654,-0.041,0.967
refined,k4,-0.324,"[-1.032, 0.384]",0.708,-0.914,0.364
refined,k5,0.067,"[-0.631, 0.765]",0.698,0.192,0.849
