stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.608,-6.835,-1.895,-0.776,1.829,-1.877,-0.250,-1.674,-0.849,3161292108.123,-0.089
norefined,2,0.176,-6.844,-2.012,-0.905,1.710,-1.818,-0.369,-1.712,-0.838,2128283654.289,-0.026
norefined,3,-0.284,-6.837,-2.094,-1.008,1.618,-1.759,-0.452,-1.751,-0.816,1280176837.243,0.042
norefined,4,-0.737,-6.811,-2.204,-1.084,1.498,-1.674,-0.516,-1.773,-0.801,882248836.437,0.108
norefined,5,-1.105,-6.818,-2.330,-1.113,1.235,-1.525,-0.579,-1.740,-0.762,777280551.157,0.162
norefined,6,-0.798,-6.867,-2.556,-1.080,0.942,-1.419,-0.542,-1.687,-0.754,714422525.330,0.116
norefined,7,-1.214,-6.863,-2.605,-1.055,0.724,-1.287,-0.584,-1.619,-0.701,650902113.792,0.177
norefined,8,-0.821,-6.929,-2.735,-1.038,0.486,-1.215,-0.519,-1.532,-0.714,629521043.756,0.118
norefined,9,-1.297,-6.894,-2.738,-1.011,0.386,-1.141,-0.561,-1.484,-0.675,592325079.299,0.188
norefined,10,-0.855,-6.960,-2.837,-1.000,0.211,-1.094,-0.503,-1.417,-0.679,584791512.812,0.123
refined,11,-0.855,-6.960,-2.837,-1.000,0.211,-1.094,-0.503,-1.417,-0.679,584791512.812,0.123
refined,12,-1.057,-4.854,-2.191,0.474,-0.818,0.049,0.120,0.138,0.383,500746540.042,0.218
refined,13,-1.072,-5.321,-2.573,-0.390,-0.757,-0.311,-0.286,-0.149,-0.178,381566300.960,0.202
refined,14,-1.244,-6.359,-3.001,-0.446,-0.819,-0.315,-0.362,-0.229,-0.309,376767458.006,0.196
refined,15,-1.261,-6.481,-3.041,-0.450,-0.816,-0.318,-0.373,-0.229,-0.339,376654306.886,0.195
refined,16,-1.266,-6.506,-3.053,-0.457,-0.818,-0.314,-0.375,-0.231,-0.345,376652820.411,0.195
refined,17,-1.267,-6.508,-3.054,-0.459,-0.818,-0.314,-0.375,-0.231,-0.347,376652743.133,0.195
refined,18,-1.267,-6.510,-3.055,-0.460,-0.819,-0.313,-0.375,-0.231,-0.347,376652735.508,0.195
refined,19,-1.268,-6.510,-3.055,-0.460,-0.819,-0.313,-0.375,-0.231,-0.347,376652734.670,0.195
refined,20,-1.268,-6.511,-3.055,-0.460,-0.819,-0.313,-0.375,-0.231,-0.347,376652734.576,0.195
