stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.818,"[-1.412, -0.224]",0.594,-2.749,0.008
norefined,c,-6.940,"[-11.657, -2.223]",4.717,-2.937,0.005
norefined,s,-2.776,"[-4.674, -0.878]",1.898,-2.920,0.005
norefined,k0,-1.030,"[-2.674, 0.614]",1.644,-1.251,0.215
norefined,k1,0.715,"[-0.347, 1.778]",1.063,1.344,0.184
norefined,k2,-1.202,"[-2.806, 0.402]",1.604,-1.496,0.139
norefined,k3,-0.562,"[-1.968, 0.844]",1.406,-0.798,0.428
norefined,k4,-1.537,"[-2.799, -0.275]",1.262,-2.430,0.018
norefined,k5,-0.651,"[-1.9, 0.598]",1.249,-1.041,0.302
refined,tt,-0.990,"[-1.438, -0.542]",0.448,-4.409,0.000
refined,c,-5.680,"[-7.984, -3.377]",2.304,-4.922,0.000
refined,s,-2.586,"[-3.716, -1.455]",1.131,-4.565,0.000
refined,k0,-0.112,"[-0.952, 0.728]",0.840,-0.266,0.791
refined,k1,-0.362,"[-0.807, 0.082]",0.445,-1.626,0.109
refined,k2,-0.108,"[-0.675, 0.459]",0.567,-0.379,0.706
refined,k3,-0.421,"[-0.931, 0.088]",0.509,-1.651,0.104
refined,k4,-0.156,"[-0.653, 0.341]",0.497,-0.627,0.533
refined,k5,0.029,"[-0.494, 0.552]",0.523,0.111,0.912
