stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.460,"[-5.049, 2.129]",3.589,-0.737,0.478
norefined,c,-6.772,"[-22.599, 9.054]",15.826,-0.776,0.456
norefined,s,-3.441,"[-10.416, 3.533]",6.974,-0.894,0.392
norefined,k0,0.628,"[-2.986, 4.242]",3.614,0.315,0.759
norefined,k1,-0.698,"[-3.56, 2.164]",2.862,-0.442,0.668
norefined,k2,-1.038,"[-5.602, 3.526]",4.564,-0.412,0.689
norefined,k3,0.078,"[-2.305, 2.462]",2.384,0.059,0.954
norefined,k4,1.129,"[-3.844, 6.101]",4.972,0.411,0.689
norefined,k5,-0.843,"[-4.826, 3.141]",3.983,-0.384,0.709
refined,tt,-1.834,"[-4.121, 0.453]",2.287,-1.453,0.177
refined,c,-11.118,"[-23.652, 1.416]",12.534,-1.608,0.139
refined,s,-4.484,"[-10.035, 1.067]",5.551,-1.464,0.174
refined,k0,1.432,"[-1.817, 4.681]",3.249,0.799,0.443
refined,k1,0.406,"[-1.632, 2.445]",2.039,0.361,0.725
refined,k2,-2.303,"[-5.096, 0.49]",2.793,-1.494,0.166
refined,k3,1.607,"[-1.093, 4.306]",2.699,1.079,0.306
refined,k4,0.857,"[-2.233, 3.947]",3.090,0.503,0.626
refined,k5,1.475,"[-1.762, 4.712]",3.237,0.826,0.428
