stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.269,"[-2.127, -0.412]",0.857,-2.469,0.016
norefined,c,-6.660,"[-10.874, -2.446]",4.214,-2.636,0.010
norefined,s,-3.210,"[-5.191, -1.228]",1.982,-2.701,0.009
norefined,k0,-0.677,"[-1.382, 0.029]",0.706,-1.599,0.114
norefined,k1,1.194,"[0.243, 2.145]",0.951,2.095,0.040
norefined,k2,-1.404,"[-2.823, 0.015]",1.419,-1.651,0.103
norefined,k3,-0.370,"[-1.152, 0.411]",0.781,-0.790,0.432
norefined,k4,-1.168,"[-2.444, 0.108]",1.276,-1.526,0.132
norefined,k5,0.115,"[-1.1, 1.329]",1.214,0.158,0.875
refined,tt,-0.904,"[-1.204, -0.604]",0.300,-5.029,0.000
refined,c,-5.656,"[-7.381, -3.932]",1.725,-5.470,0.000
refined,s,-2.525,"[-3.379, -1.671]",0.854,-4.933,0.000
refined,k0,-0.021,"[-0.385, 0.343]",0.364,-0.095,0.924
refined,k1,0.289,"[-0.025, 0.604]",0.314,1.536,0.129
refined,k2,-0.466,"[-0.97, 0.038]",0.504,-1.542,0.128
refined,k3,-0.001,"[-0.434, 0.432]",0.433,-0.002,0.998
refined,k4,0.015,"[-0.37, 0.4]",0.385,0.066,0.948
refined,k5,-0.040,"[-0.449, 0.368]",0.408,-0.165,0.869
