stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.334,"[-2.545, -0.122]",1.211,-1.836,0.071
norefined,c,-6.563,"[-12.259, -0.866]",5.696,-1.922,0.059
norefined,s,-3.494,"[-6.41, -0.578]",2.916,-1.999,0.050
norefined,k0,-0.772,"[-1.663, 0.119]",0.891,-1.446,0.153
norefined,k1,1.119,"[-0.069, 2.307]",1.188,1.571,0.121
norefined,k2,-1.251,"[-3.03, 0.528]",1.779,-1.173,0.245
norefined,k3,-0.433,"[-1.578, 0.713]",1.146,-0.630,0.531
norefined,k4,-1.010,"[-2.59, 0.571]",1.581,-1.065,0.291
norefined,k5,0.429,"[-1.169, 2.026]",1.597,0.447,0.656
refined,tt,-1.163,"[-1.986, -0.34]",0.823,-2.357,0.021
refined,c,-6.300,"[-10.368, -2.232]",4.068,-2.583,0.012
refined,s,-3.754,"[-6.318, -1.191]",2.564,-2.443,0.017
refined,k0,-0.193,"[-0.814, 0.428]",0.621,-0.519,0.605
refined,k1,-0.137,"[-0.736, 0.463]",0.600,-0.381,0.704
refined,k2,0.265,"[-0.559, 1.09]",0.825,0.537,0.593
refined,k3,-0.518,"[-1.419, 0.383]",0.901,-0.960,0.341
refined,k4,0.253,"[-0.432, 0.937]",0.685,0.615,0.540
refined,k5,0.679,"[-0.072, 1.43]",0.751,1.507,0.136
