stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.666,"[-1.248, -0.084]",0.582,-1.907,0.061
norefined,c,-6.739,"[-11.648, -1.831]",4.909,-2.290,0.025
norefined,s,-3.364,"[-6.105, -0.623]",2.741,-2.047,0.045
norefined,k0,-0.337,"[-1.486, 0.811]",1.149,-0.490,0.626
norefined,k1,1.221,"[0.165, 2.277]",1.056,1.928,0.058
norefined,k2,-1.156,"[-3.014, 0.703]",1.859,-1.037,0.303
norefined,k3,-0.227,"[-1.293, 0.839]",1.066,-0.355,0.724
norefined,k4,-1.291,"[-2.751, 0.168]",1.459,-1.476,0.145
norefined,k5,0.351,"[-0.978, 1.68]",1.329,0.440,0.661
refined,tt,-0.609,"[-0.941, -0.277]",0.332,-3.058,0.003
refined,c,-4.797,"[-7.031, -2.564]",2.234,-3.582,0.001
refined,s,-2.483,"[-3.691, -1.275]",1.208,-3.429,0.001
refined,k0,0.056,"[-0.475, 0.587]",0.531,0.176,0.861
refined,k1,0.209,"[-0.207, 0.626]",0.416,0.839,0.404
refined,k2,0.264,"[-0.374, 0.902]",0.638,0.690,0.492
refined,k3,0.414,"[-0.193, 1.021]",0.607,1.137,0.260
refined,k4,-0.397,"[-0.944, 0.151]",0.548,-1.207,0.232
refined,k5,0.229,"[-0.307, 0.766]",0.537,0.713,0.478
