stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,43.210,2.023,0.000,76,0,9,1971264773.766,289706778.609
refined,51.098,2.023,0.000,76,0,9,1971264773.766,250672159.186
