stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,129.446,2.023,0.000,76,0,9,3319097274.655,180500301.631
refined,152.586,2.023,0.000,76,0,9,3319097274.655,154400871.364
