stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.028,"[-1.631, -0.425]",0.603,-3.403,0.001
norefined,c,-7.932,"[-12.354, -3.51]",4.422,-3.581,0.001
norefined,s,-3.537,"[-5.698, -1.375]",2.161,-3.266,0.002
norefined,k0,-0.125,"[-1.078, 0.827]",0.953,-0.263,0.793
norefined,k1,0.300,"[-0.322, 0.922]",0.622,0.963,0.339
norefined,k2,0.522,"[-0.383, 1.427]",0.905,1.151,0.254
norefined,k3,0.189,"[-0.554, 0.932]",0.743,0.509,0.613
norefined,k4,1.070,"[-0.13, 2.271]",1.201,1.779,0.080
norefined,k5,0.315,"[-0.495, 1.125]",0.810,0.777,0.440
refined,tt,-1.142,"[-1.541, -0.743]",0.399,-5.711,0.000
refined,c,-6.839,"[-9.232, -4.445]",2.393,-5.703,0.000
refined,s,-3.214,"[-4.412, -2.016]",1.198,-5.354,0.000
refined,k0,0.397,"[-0.293, 1.086]",0.689,1.149,0.255
refined,k1,-0.169,"[-0.581, 0.244]",0.413,-0.816,0.417
refined,k2,0.214,"[-0.321, 0.749]",0.535,0.799,0.427
refined,k3,0.147,"[-0.384, 0.678]",0.531,0.553,0.582
refined,k4,-0.463,"[-1.346, 0.419]",0.882,-1.048,0.298
refined,k5,0.096,"[-0.37, 0.563]",0.466,0.412,0.681
