stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,97.011,2.023,0.000,76,0,9,2777748670.675,197968336.911
refined,240.606,2.023,0.000,76,0,9,2777748670.675,83365440.046
