stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.444,-4.665,-4.463,1.842,0.040,-1.855,-0.956,-1.280,-0.293,996624762.620,0.095
norefined,2,-0.928,-4.648,-4.467,1.841,0.100,-1.787,-0.937,-1.204,-0.266,648305377.134,0.200
norefined,3,-1.113,-4.713,-4.507,1.785,0.196,-1.574,-0.875,-0.842,-0.134,588466969.126,0.236
norefined,4,-0.676,-4.829,-4.536,1.707,0.234,-1.477,-0.834,-0.687,-0.089,634513641.687,0.140
norefined,5,-1.162,-4.826,-4.473,1.719,0.274,-1.395,-0.837,-0.658,-0.077,560746301.598,0.241
norefined,6,-0.698,-4.932,-4.496,1.653,0.302,-1.330,-0.796,-0.552,-0.048,593621361.859,0.142
norefined,7,-1.185,-4.928,-4.425,1.665,0.335,-1.249,-0.807,-0.541,-0.043,538881705.232,0.240
norefined,8,-0.713,-5.027,-4.448,1.605,0.359,-1.200,-0.765,-0.452,-0.019,565529559.847,0.142
norefined,9,-1.200,-5.020,-4.373,1.616,0.384,-1.123,-0.782,-0.456,-0.019,521201737.199,0.239
norefined,10,-0.723,-5.114,-4.399,1.561,0.405,-1.087,-0.740,-0.377,0.003,544978916.401,0.141
refined,11,-1.200,-5.020,-4.373,1.616,0.384,-1.123,-0.782,-0.456,-0.019,521201737.199,0.239
refined,12,-0.367,-2.960,-1.396,-0.051,-0.148,1.113,0.169,0.128,0.547,524238373.361,0.124
refined,13,-0.450,-2.931,-1.639,0.136,-0.043,0.596,0.004,0.051,0.217,343393296.278,0.154
refined,14,-0.639,-3.845,-2.221,0.195,0.039,0.495,-0.145,0.078,0.282,313849438.812,0.166
refined,15,-0.761,-4.444,-2.567,0.232,0.142,0.432,-0.212,0.100,0.312,309336845.417,0.171
refined,16,-0.794,-4.628,-2.684,0.276,0.186,0.439,-0.217,0.090,0.319,308927498.598,0.172
refined,17,-0.805,-4.696,-2.718,0.288,0.201,0.436,-0.223,0.086,0.324,308883130.674,0.171
refined,18,-0.809,-4.721,-2.733,0.293,0.206,0.439,-0.223,0.084,0.325,308878184.572,0.171
refined,19,-0.810,-4.728,-2.737,0.294,0.208,0.438,-0.224,0.083,0.326,308877624.389,0.171
refined,20,-0.811,-4.731,-2.739,0.295,0.208,0.439,-0.224,0.083,0.326,308877559.659,0.171
