stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,29.998,1.727,0.000,76,0,9,3628783366.651,721495967.517
refined,49.461,1.727,0.000,76,0,9,3628783366.651,474718996.640
