stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.444,-4.665,-4.463,1.842,0.040,-1.855,-0.956,-1.280,-0.293,1208095616.997,0.095
norefined,2,-0.933,-4.642,-4.464,1.848,0.076,-1.809,-0.912,-1.225,-0.255,857783529.515,0.201
norefined,3,-0.900,-4.728,-4.553,1.794,0.178,-1.728,-0.657,-0.888,-0.068,762163366.928,0.190
norefined,4,-1.288,-4.783,-4.498,1.780,0.184,-1.594,-0.505,-0.685,0.037,802892811.746,0.269
norefined,5,-0.816,-4.873,-4.562,1.726,0.219,-1.580,-0.436,-0.607,0.060,748176518.014,0.167
norefined,6,-1.303,-4.871,-4.483,1.740,0.204,-1.511,-0.420,-0.586,0.079,776157982.825,0.268
norefined,7,-0.828,-4.960,-4.542,1.690,0.232,-1.497,-0.357,-0.516,0.098,733306308.259,0.167
norefined,8,-1.316,-4.954,-4.461,1.704,0.211,-1.429,-0.353,-0.513,0.109,756744334.691,0.266
norefined,9,-0.838,-5.040,-4.517,1.656,0.235,-1.417,-0.294,-0.447,0.126,721495967.518,0.166
norefined,10,-1.326,-5.031,-4.435,1.670,0.211,-1.350,-0.297,-0.457,0.131,741396968.970,0.264
refined,11,-0.838,-5.040,-4.517,1.656,0.235,-1.417,-0.294,-0.447,0.126,721495967.518,0.166
refined,12,-1.026,-5.142,-3.405,0.498,-0.212,1.174,0.780,-0.381,0.738,530955624.826,0.200
refined,13,-0.737,-3.921,-3.100,0.996,-0.392,0.672,0.575,-0.318,0.535,476953208.035,0.188
refined,14,-0.830,-4.439,-3.465,1.109,-0.376,0.824,0.515,-0.332,0.714,475118535.060,0.187
refined,15,-0.756,-4.066,-3.172,1.065,-0.359,0.717,0.489,-0.311,0.641,475012425.553,0.186
refined,16,-0.812,-4.362,-3.410,1.124,-0.366,0.797,0.495,-0.338,0.708,474846143.157,0.186
refined,17,-0.768,-4.129,-3.224,1.082,-0.358,0.734,0.487,-0.317,0.658,474810247.350,0.186
refined,18,-0.803,-4.315,-3.374,1.118,-0.363,0.784,0.493,-0.335,0.698,474756190.077,0.186
refined,19,-0.775,-4.168,-3.256,1.090,-0.359,0.745,0.488,-0.321,0.666,474738387.805,0.186
refined,20,-0.798,-4.286,-3.351,1.112,-0.362,0.777,0.492,-0.332,0.691,474718996.641,0.186
