stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,43.049,2.023,0.000,76,0,9,2590698421.243,381956831.380
refined,147.979,2.023,0.000,76,0,9,2590698421.243,124089000.661
