stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,77.398,2.023,0.000,0,9,4677602012.824,410433399.955,76
refined,104.395,2.023,0.000,0,9,4677602012.824,311359671.313,76
