stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.241,"[-2.66, 0.179]",1.420,-1.744,0.086
norefined,c,-6.708,"[-14.112, 0.696]",7.404,-1.808,0.075
norefined,s,-3.175,"[-6.886, 0.537]",3.712,-1.707,0.092
norefined,k0,0.590,"[-0.891, 2.071]",1.481,0.795,0.429
norefined,k1,-1.166,"[-3.53, 1.197]",2.363,-0.985,0.328
norefined,k2,-1.034,"[-3.389, 1.321]",2.355,-0.877,0.384
norefined,k3,0.350,"[-1.364, 2.064]",1.714,0.408,0.685
norefined,k4,1.099,"[-1.502, 3.699]",2.600,0.843,0.402
norefined,k5,-0.106,"[-2.392, 2.179]",2.286,-0.093,0.926
refined,tt,-0.258,"[-0.354, -0.163]",0.096,-5.391,0.000
refined,c,-1.530,"[-2.096, -0.964]",0.566,-5.393,0.000
refined,s,-0.704,"[-0.986, -0.423]",0.281,-5.000,0.000
refined,k0,-0.097,"[-0.43, 0.237]",0.333,-0.579,0.565
refined,k1,0.942,"[0.516, 1.367]",0.425,4.419,0.000
refined,k2,0.448,"[-0.052, 0.948]",0.500,1.790,0.078
refined,k3,0.298,"[-0.048, 0.644]",0.346,1.717,0.091
refined,k4,-0.496,"[-0.936, -0.057]",0.439,-2.254,0.027
refined,k5,-0.028,"[-0.472, 0.417]",0.444,-0.124,0.902
