stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.697,"[-1.271, -0.123]",0.574,-2.424,0.018
norefined,c,-7.355,"[-13.21, -1.499]",5.855,-2.507,0.015
norefined,s,-2.438,"[-4.424, -0.453]",1.986,-2.451,0.017
norefined,k0,1.097,"[-0.696, 2.89]",1.793,1.221,0.226
norefined,k1,1.068,"[-0.905, 3.042]",1.973,1.081,0.284
norefined,k2,0.542,"[-1.103, 2.186]",1.644,0.657,0.513
norefined,k3,-0.732,"[-2.278, 0.815]",1.547,-0.944,0.349
norefined,k4,0.130,"[-0.644, 0.905]",0.775,0.336,0.738
norefined,k5,-0.918,"[-2.407, 0.57]",1.489,-1.231,0.223
refined,tt,-1.068,"[-1.666, -0.469]",0.598,-3.561,0.001
refined,c,-6.595,"[-9.891, -3.299]",3.296,-3.994,0.000
refined,s,-2.783,"[-4.462, -1.103]",1.680,-3.307,0.002
refined,k0,0.076,"[-0.845, 0.997]",0.921,0.164,0.870
refined,k1,0.248,"[-0.941, 1.437]",1.189,0.416,0.679
refined,k2,-0.365,"[-1.491, 0.761]",1.126,-0.648,0.519
refined,k3,-0.328,"[-1.305, 0.65]",0.977,-0.669,0.505
refined,k4,0.039,"[-0.624, 0.701]",0.662,0.117,0.907
refined,k5,-0.338,"[-1.339, 0.663]",1.001,-0.673,0.503
