stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.990,-7.209,-1.407,1.768,1.200,1.151,-1.107,0.135,-0.702,1794207452.271,0.137
norefined,2,-0.524,-7.260,-1.565,1.724,1.187,1.110,-1.078,0.128,-0.708,1247533289.393,0.072
norefined,3,-0.952,-7.224,-1.738,1.657,1.235,1.031,-0.949,0.189,-0.675,1465554838.897,0.132
norefined,4,-0.485,-7.271,-1.884,1.599,1.217,0.986,-0.910,0.160,-0.693,1196607234.662,0.067
norefined,5,-0.979,-7.234,-1.905,1.590,1.246,0.962,-0.863,0.184,-0.670,1383523716.059,0.135
norefined,6,-0.507,-7.280,-2.038,1.536,1.226,0.921,-0.827,0.152,-0.690,1150619878.577,0.070
norefined,7,-1.002,-7.243,-2.047,1.534,1.253,0.900,-0.785,0.170,-0.666,1316454107.639,0.138
norefined,8,-0.528,-7.289,-2.173,1.481,1.231,0.861,-0.750,0.137,-0.685,1114788824.172,0.072
norefined,9,-1.024,-7.251,-2.172,1.484,1.257,0.842,-0.711,0.152,-0.661,1259433281.232,0.141
norefined,10,-0.548,-7.297,-2.294,1.433,1.234,0.805,-0.676,0.119,-0.680,1085504248.514,0.075
refined,11,-0.548,-7.297,-2.294,1.433,1.234,0.805,-0.676,0.119,-0.680,1085504248.514,0.075
refined,12,-0.377,-0.603,-0.819,-0.527,-0.531,-0.570,1.469,0.120,0.927,2417194607.353,0.625
refined,13,0.061,-1.603,-0.223,0.579,0.770,0.805,-0.495,0.293,-0.849,2913802691.207,-0.038
refined,14,-0.164,-0.778,-0.613,-0.229,0.178,0.164,0.358,0.261,0.201,808377787.070,0.211
refined,15,-0.144,-1.256,-0.609,-0.016,0.341,0.259,0.289,0.445,-0.160,555864551.653,0.115
refined,16,-0.153,-1.351,-0.662,0.025,0.355,0.290,0.295,0.461,-0.198,551397407.523,0.113
refined,17,-0.154,-1.362,-0.668,0.027,0.348,0.287,0.297,0.459,-0.200,551227072.457,0.113
refined,18,-0.155,-1.365,-0.670,0.027,0.346,0.287,0.298,0.458,-0.200,551216752.213,0.113
refined,19,-0.155,-1.366,-0.670,0.027,0.346,0.287,0.298,0.458,-0.200,551216104.136,0.113
refined,20,-0.155,-1.366,-0.670,0.027,0.346,0.287,0.298,0.458,-0.200,551216063.533,0.113
