stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.791,"[-3.22, -0.362]",1.429,-2.502,0.015
norefined,c,-8.100,"[-14.185, -2.016]",6.084,-2.657,0.010
norefined,s,-4.348,"[-7.81, -0.887]",3.461,-2.508,0.015
norefined,k0,0.510,"[-0.6, 1.62]",1.110,0.918,0.362
norefined,k1,0.149,"[-1.015, 1.313]",1.164,0.256,0.799
norefined,k2,-0.699,"[-2.166, 0.769]",1.468,-0.950,0.346
norefined,k3,0.059,"[-1.054, 1.171]",1.113,0.105,0.916
norefined,k4,-1.374,"[-2.733, -0.015]",1.359,-2.018,0.048
norefined,k5,0.592,"[-0.797, 1.981]",1.389,0.850,0.398
refined,tt,-1.100,"[-1.609, -0.591]",0.509,-4.313,0.000
refined,c,-6.437,"[-9.488, -3.385]",3.051,-4.210,0.000
refined,s,-3.236,"[-4.73, -1.742]",1.494,-4.324,0.000
refined,k0,-0.000,"[-0.639, 0.638]",0.638,-0.001,0.999
refined,k1,0.169,"[-0.404, 0.742]",0.573,0.588,0.559
refined,k2,0.221,"[-0.351, 0.793]",0.572,0.771,0.443
refined,k3,0.042,"[-0.593, 0.678]",0.636,0.132,0.895
refined,k4,-0.305,"[-0.907, 0.298]",0.603,-1.008,0.317
refined,k5,-0.403,"[-1.214, 0.408]",0.811,-0.992,0.325
