stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.698,"[-3.157, -0.24]",1.459,-2.324,0.023
norefined,c,-7.814,"[-14.436, -1.192]",6.622,-2.355,0.021
norefined,s,-4.620,"[-8.706, -0.535]",4.086,-2.257,0.027
norefined,k0,0.950,"[-0.508, 2.407]",1.457,1.301,0.198
norefined,k1,0.425,"[-1.183, 2.033]",1.608,0.528,0.599
norefined,k2,-0.801,"[-2.823, 1.221]",2.022,-0.790,0.432
norefined,k3,0.283,"[-1.035, 1.602]",1.318,0.429,0.670
norefined,k4,-1.477,"[-3.057, 0.102]",1.579,-1.867,0.066
norefined,k5,1.326,"[-0.358, 3.009]",1.684,1.571,0.121
refined,tt,-0.427,"[-0.592, -0.262]",0.165,-5.176,0.000
refined,c,-2.879,"[-3.982, -1.776]",1.103,-5.210,0.000
refined,s,-1.375,"[-1.91, -0.84]",0.535,-5.128,0.000
refined,k0,0.057,"[-0.305, 0.42]",0.363,0.315,0.754
refined,k1,0.163,"[-0.255, 0.58]",0.417,0.778,0.439
refined,k2,0.152,"[-0.172, 0.475]",0.324,0.935,0.353
refined,k3,-0.032,"[-0.397, 0.333]",0.365,-0.174,0.862
refined,k4,0.243,"[-0.143, 0.628]",0.385,1.257,0.213
refined,k5,0.270,"[-0.148, 0.687]",0.418,1.290,0.201
