stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.869,-4.162,-4.044,1.755,-0.032,-0.990,0.343,-1.515,-0.829,941668661.321,1584,0,0,0.449
norefined,2,-1.753,-4.498,-3.796,1.612,-0.142,-1.076,0.225,-1.428,-0.854,833166013.761,1584,0,0,0.390
norefined,3,-1.739,-4.808,-3.487,1.477,-0.191,-1.068,0.171,-1.261,-0.775,731199985.716,1584,0,0,0.362
norefined,4,-1.561,-5.086,-3.248,1.311,-0.231,-1.045,0.120,-1.063,-0.663,616542115.789,1584,0,0,0.307
norefined,5,-1.393,-5.314,-3.031,1.105,-0.242,-1.005,0.128,-0.824,-0.517,472932450.760,1584,0,0,0.262
norefined,6,-1.209,-5.511,-2.840,0.873,-0.252,-0.954,0.177,-0.580,-0.368,321619403.075,1584,0,0,0.219
norefined,7,-1.087,-5.685,-2.656,0.621,-0.266,-0.839,0.295,-0.333,-0.229,220264700.524,1584,0,0,0.191
norefined,8,-1.034,-5.787,-2.595,0.373,-0.236,-0.554,0.526,-0.161,-0.148,180500301.633,1584,0,0,0.179
norefined,9,-0.737,-5.749,-2.849,0.307,-0.117,-0.330,0.550,-0.275,-0.262,223982839.577,1584,0,0,0.128
norefined,10,-1.199,-5.761,-2.714,0.253,-0.142,-0.260,0.614,-0.204,-0.243,191499860.871,1584,0,0,0.208
refined,11,-1.034,-5.787,-2.595,0.373,-0.236,-0.554,0.526,-0.161,-0.148,180500301.633,1584,0,0,0.179
refined,12,-0.951,-5.593,-2.715,0.007,-0.281,0.322,0.139,-0.178,-0.324,155516132.324,1584,0,0,0.170
refined,13,-1.063,-6.272,-3.067,0.013,-0.319,0.288,0.175,-0.208,-0.333,154584862.855,1584,0,0,0.170
refined,14,-0.994,-5.882,-2.860,0.003,-0.289,0.286,0.205,-0.221,-0.318,154487195.441,1584,0,0,0.169
refined,15,-1.037,-6.128,-2.990,0.010,-0.305,0.285,0.191,-0.214,-0.328,154428396.399,1584,0,0,0.169
refined,16,-1.011,-5.981,-2.913,0.006,-0.296,0.286,0.199,-0.218,-0.322,154412125.780,1584,0,0,0.169
refined,17,-1.027,-6.072,-2.961,0.009,-0.302,0.286,0.194,-0.215,-0.325,154404727.382,1584,0,0,0.169
refined,18,-1.017,-6.017,-2.932,0.007,-0.298,0.286,0.197,-0.217,-0.323,154402241.971,1584,0,0,0.169
refined,19,-1.023,-6.051,-2.950,0.008,-0.301,0.286,0.195,-0.216,-0.324,154401235.087,1584,0,0,0.169
refined,20,-1.020,-6.030,-2.939,0.008,-0.299,0.286,0.196,-0.217,-0.323,154400871.366,1584,0,0,0.169
