stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.110,-5.251,-3.943,1.469,-0.628,0.664,-0.202,1.467,-0.970,2237927266.260,0.021
norefined,2,-0.598,-5.267,-3.932,1.410,-0.656,0.646,-0.254,1.407,-0.992,973783557.857,0.114
norefined,3,-1.082,-5.269,-3.901,1.315,-0.672,0.622,-0.286,1.342,-0.986,500190000.241,0.205
norefined,4,-1.269,-5.349,-3.890,0.960,-0.777,0.470,-0.358,1.141,-1.036,396085376.865,0.237
norefined,5,-0.823,-5.431,-3.974,0.809,-0.793,0.412,-0.412,1.052,-1.049,582698232.281,0.152
norefined,6,-1.310,-5.433,-3.877,0.784,-0.773,0.429,-0.387,1.034,-1.008,376863376.534,0.241
norefined,7,-0.837,-5.504,-3.963,0.688,-0.767,0.400,-0.427,0.979,-1.006,554714026.597,0.152
norefined,8,-1.323,-5.506,-3.860,0.670,-0.746,0.418,-0.395,0.965,-0.968,363873624.620,0.240
norefined,9,-0.845,-5.574,-3.944,0.591,-0.736,0.398,-0.429,0.921,-0.960,534571022.921,0.152
norefined,10,-1.330,-5.575,-3.839,0.578,-0.714,0.416,-0.392,0.908,-0.926,353413443.774,0.239
refined,11,-1.330,-5.575,-3.839,0.578,-0.714,0.416,-0.392,0.908,-0.926,353413443.774,0.239
refined,12,-0.526,-3.755,-1.382,-0.855,0.248,-0.209,0.149,-0.190,0.540,289065617.312,0.140
refined,13,-0.827,-4.826,-2.292,-0.601,-0.000,-0.172,0.165,-0.058,0.308,220940333.029,0.171
refined,14,-0.922,-5.240,-2.596,-0.504,-0.020,-0.168,0.139,0.042,0.246,217946820.923,0.176
refined,15,-0.911,-5.160,-2.571,-0.472,-0.012,-0.153,0.113,0.064,0.217,217827663.899,0.177
refined,16,-0.920,-5.214,-2.599,-0.470,-0.017,-0.155,0.114,0.072,0.225,217823506.178,0.177
refined,17,-0.916,-5.185,-2.586,-0.469,-0.015,-0.154,0.113,0.071,0.219,217822948.888,0.177
refined,18,-0.918,-5.201,-2.593,-0.469,-0.016,-0.155,0.113,0.072,0.222,217822791.811,0.177
refined,19,-0.917,-5.192,-2.589,-0.469,-0.016,-0.154,0.113,0.072,0.220,217822744.585,0.177
refined,20,-0.918,-5.197,-2.592,-0.469,-0.016,-0.154,0.113,0.072,0.221,217822729.684,0.177
