stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.365,"[-2.032, -0.698]",0.667,-4.085,0.000
norefined,c,-5.413,"[-8.033, -2.793]",2.620,-4.124,0.000
norefined,s,-2.945,"[-4.475, -1.415]",1.530,-3.843,0.000
norefined,k0,0.575,"[-0.107, 1.257]",0.682,1.683,0.097
norefined,k1,-0.053,"[-0.981, 0.875]",0.928,-0.114,0.910
norefined,k2,0.626,"[-0.421, 1.673]",1.047,1.193,0.237
norefined,k3,0.185,"[-0.626, 0.996]",0.811,0.456,0.650
norefined,k4,-1.072,"[-2.022, -0.123]",0.950,-2.254,0.027
norefined,k5,0.262,"[-0.763, 1.287]",1.025,0.511,0.611
refined,tt,-1.056,"[-1.387, -0.725]",0.331,-6.367,0.000
refined,c,-6.377,"[-8.337, -4.417]",1.960,-6.494,0.000
refined,s,-3.205,"[-4.327, -2.084]",1.122,-5.703,0.000
refined,k0,0.241,"[-0.184, 0.666]",0.425,1.133,0.261
refined,k1,0.120,"[-0.449, 0.69]",0.570,0.422,0.675
refined,k2,-0.557,"[-1.305, 0.191]",0.748,-1.486,0.142
refined,k3,0.147,"[-0.402, 0.697]",0.550,0.535,0.595
refined,k4,-0.201,"[-0.816, 0.413]",0.615,-0.653,0.516
refined,k5,0.224,"[-0.367, 0.815]",0.591,0.756,0.453
