stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,3.256,1.857,0.007,38,0,9,1239679248.708,616601064.051
refined,303.602,1.857,0.000,38,0,9,1239679248.708,13018946.202
