stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.618,-4.613,-2.331,0.847,-0.563,0.974,0.795,1.882,1.692,7645209112.061,-0.134
norefined,2,0.139,-4.676,-2.254,0.814,-0.572,0.892,0.754,1.861,1.671,6117676051.941,-0.030
norefined,3,-0.351,-4.702,-2.214,0.776,-0.581,0.836,0.731,1.826,1.634,2566399369.186,0.075
norefined,4,-0.813,-4.745,-2.204,0.688,-0.636,0.748,0.681,1.739,1.553,939269090.336,0.171
norefined,5,-1.002,-4.900,-2.206,0.475,-0.727,0.559,0.569,1.538,1.335,626024465.348,0.205
norefined,6,-0.667,-5.057,-2.253,0.324,-0.781,0.430,0.498,1.372,1.147,529404355.650,0.132
norefined,7,-1.136,-5.052,-2.222,0.254,-0.733,0.364,0.467,1.274,1.067,492486238.855,0.225
norefined,8,-0.691,-5.158,-2.301,0.180,-0.767,0.311,0.424,1.168,0.957,418218259.283,0.134
norefined,9,-1.172,-5.126,-2.280,0.134,-0.705,0.265,0.404,1.097,0.892,417271420.186,0.229
norefined,10,-0.711,-5.219,-2.362,0.080,-0.732,0.237,0.366,1.008,0.801,348641906.754,0.136
refined,11,-0.711,-5.219,-2.362,0.080,-0.732,0.237,0.366,1.008,0.801,348641906.754,0.136
refined,12,-0.825,-4.565,-2.376,0.072,0.322,-0.078,-0.316,0.128,-0.253,83187944.147,0.181
refined,13,-1.084,-6.398,-3.343,0.104,0.333,-0.363,-0.182,0.168,-0.052,40240800.978,0.169
refined,14,-1.214,-7.240,-3.855,0.051,0.439,-0.557,-0.142,0.059,0.092,37715660.303,0.168
refined,15,-1.252,-7.479,-4.006,0.028,0.480,-0.607,-0.130,0.013,0.140,37572544.112,0.167
refined,16,-1.261,-7.533,-4.038,0.026,0.489,-0.613,-0.131,0.005,0.147,37567005.284,0.167
refined,17,-1.262,-7.545,-4.044,0.026,0.491,-0.613,-0.132,0.004,0.149,37566772.541,0.167
refined,18,-1.263,-7.547,-4.046,0.026,0.491,-0.613,-0.132,0.004,0.149,37566762.454,0.167
refined,19,-1.263,-7.547,-4.046,0.026,0.491,-0.613,-0.132,0.004,0.149,37566762.015,0.167
refined,20,-1.263,-7.548,-4.046,0.026,0.491,-0.613,-0.132,0.004,0.149,37566761.996,0.167
