stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.589,"[-2.752, -0.425]",1.163,-2.278,0.026
norefined,c,-6.655,"[-12.009, -1.301]",5.354,-2.073,0.042
norefined,s,-4.060,"[-7.322, -0.797]",3.263,-2.075,0.042
norefined,k0,0.648,"[-0.949, 2.244]",1.596,0.677,0.501
norefined,k1,-0.001,"[-0.906, 0.905]",0.906,-0.001,0.999
norefined,k2,0.319,"[-0.956, 1.594]",1.275,0.418,0.677
norefined,k3,0.654,"[-0.557, 1.865]",1.211,0.901,0.371
norefined,k4,-0.317,"[-1.847, 1.213]",1.530,-0.346,0.731
norefined,k5,-1.049,"[-2.695, 0.597]",1.646,-1.063,0.292
refined,tt,-1.090,"[-1.759, -0.42]",0.669,-2.716,0.008
refined,c,-5.927,"[-9.985, -1.869]",4.058,-2.436,0.018
refined,s,-3.210,"[-5.326, -1.095]",2.116,-2.531,0.014
refined,k0,0.559,"[-0.513, 1.631]",1.072,0.870,0.387
refined,k1,0.593,"[-0.257, 1.444]",0.850,1.164,0.248
refined,k2,0.499,"[-0.496, 1.493]",0.994,0.836,0.406
refined,k3,0.007,"[-0.906, 0.919]",0.913,0.012,0.990
refined,k4,-0.680,"[-1.822, 0.461]",1.142,-0.994,0.324
refined,k5,-0.546,"[-1.61, 0.518]",1.064,-0.855,0.395
