stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.649,-6.067,-3.637,1.566,-0.713,1.109,1.628,0.416,-0.489,1579112264.927,0.437
norefined,2,-2.338,-6.227,-3.708,1.405,-0.838,0.967,1.510,0.271,-0.650,1075563366.374,0.376
norefined,3,-2.061,-6.371,-3.770,1.232,-0.942,0.768,1.368,0.150,-0.832,815707738.815,0.323
norefined,4,-1.771,-6.490,-3.850,1.041,-0.978,0.558,1.233,0.033,-1.010,694910780.650,0.273
norefined,5,-1.459,-6.568,-3.987,0.851,-0.824,0.399,1.096,-0.036,-1.149,632943093.671,0.222
norefined,6,-1.333,-6.571,-4.137,0.734,-0.438,0.317,0.895,-0.063,-1.180,587658988.866,0.203
norefined,7,-1.583,-6.595,-4.108,0.666,-0.089,0.301,0.706,-0.191,-1.096,591530010.064,0.240
norefined,8,-1.106,-6.681,-4.127,0.648,-0.049,0.283,0.698,-0.298,-1.124,602652029.967,0.166
norefined,9,-1.589,-6.655,-4.060,0.648,-0.001,0.319,0.654,-0.317,-1.049,584409830.789,0.239
norefined,10,-1.107,-6.729,-4.096,0.635,0.043,0.300,0.648,-0.407,-1.082,592317240.796,0.165
refined,11,-1.589,-6.655,-4.060,0.648,-0.001,0.319,0.654,-0.317,-1.049,584409830.789,0.239
refined,12,-1.183,-6.499,-3.864,0.721,0.848,0.447,0.082,-1.351,-0.479,533787292.629,0.182
refined,13,-1.086,-5.603,-3.085,0.565,0.484,0.458,0.098,-0.610,-0.603,524666469.001,0.194
refined,14,-1.134,-6.220,-3.363,0.578,0.628,0.531,-0.012,-0.726,-0.564,522737514.252,0.182
refined,15,-1.078,-5.777,-3.158,0.576,0.585,0.481,0.044,-0.693,-0.561,522595090.909,0.187
refined,16,-1.107,-6.045,-3.268,0.566,0.602,0.511,-0.003,-0.688,-0.553,522492741.673,0.183
refined,17,-1.082,-5.844,-3.179,0.565,0.591,0.489,0.024,-0.687,-0.551,522461740.166,0.185
refined,18,-1.095,-5.963,-3.228,0.561,0.596,0.502,0.004,-0.682,-0.548,522444247.242,0.184
refined,19,-1.084,-5.874,-3.189,0.561,0.591,0.493,0.015,-0.682,-0.547,522437703.081,0.185
refined,20,-1.090,-5.927,-3.210,0.559,0.593,0.499,0.007,-0.680,-0.546,522434510.181,0.184
