stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.340,"[-2.097, -0.583]",0.757,-3.532,0.001
norefined,c,-6.424,"[-9.965, -2.883]",3.541,-3.621,0.001
norefined,s,-3.534,"[-5.251, -1.816]",1.717,-4.107,0.000
norefined,k0,-0.688,"[-1.962, 0.586]",1.274,-1.078,0.285
norefined,k1,0.413,"[-0.267, 1.093]",0.680,1.212,0.230
norefined,k2,-0.163,"[-1.146, 0.82]",0.983,-0.331,0.741
norefined,k3,-0.343,"[-1.488, 0.802]",1.145,-0.597,0.552
norefined,k4,-0.032,"[-1.599, 1.535]",1.567,-0.041,0.968
norefined,k5,0.285,"[-1.054, 1.623]",1.338,0.425,0.672
refined,tt,-1.122,"[-1.543, -0.701]",0.421,-5.321,0.000
refined,c,-6.623,"[-8.948, -4.297]",2.325,-5.685,0.000
refined,s,-3.169,"[-4.167, -2.172]",0.997,-6.343,0.000
refined,k0,0.306,"[-0.41, 1.023]",0.717,0.854,0.396
refined,k1,-0.362,"[-0.861, 0.138]",0.500,-1.445,0.153
refined,k2,0.016,"[-0.628, 0.661]",0.644,0.051,0.959
refined,k3,0.223,"[-0.484, 0.931]",0.707,0.630,0.531
refined,k4,0.539,"[-0.494, 1.572]",1.033,1.042,0.301
refined,k5,-0.304,"[-1.186, 0.578]",0.882,-0.687,0.494
