stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.921,"[-1.569, -0.272]",0.649,-2.833,0.006
norefined,c,-6.560,"[-10.674, -2.445]",4.114,-3.182,0.002
norefined,s,-3.286,"[-5.449, -1.122]",2.164,-3.031,0.003
norefined,k0,1.108,"[-0.262, 2.477]",1.370,1.614,0.111
norefined,k1,0.196,"[-0.738, 1.13]",0.934,0.419,0.677
norefined,k2,-0.473,"[-1.471, 0.524]",0.997,-0.948,0.347
norefined,k3,-0.413,"[-1.195, 0.369]",0.782,-1.055,0.295
norefined,k4,-0.729,"[-1.911, 0.452]",1.182,-1.232,0.222
norefined,k5,-0.892,"[-2.157, 0.372]",1.264,-1.409,0.164
refined,tt,-1.174,"[-1.866, -0.481]",0.693,-3.383,0.001
refined,c,-6.981,"[-10.708, -3.254]",3.727,-3.739,0.000
refined,s,-3.478,"[-5.367, -1.588]",1.890,-3.673,0.000
refined,k0,0.266,"[-0.44, 0.971]",0.705,0.752,0.455
refined,k1,0.705,"[-0.291, 1.7]",0.995,1.413,0.162
refined,k2,-0.401,"[-1.094, 0.292]",0.693,-1.154,0.253
refined,k3,-0.685,"[-1.58, 0.209]",0.895,-1.529,0.131
refined,k4,-0.118,"[-0.911, 0.674]",0.792,-0.298,0.766
refined,k5,0.389,"[-0.69, 1.468]",1.079,0.720,0.474
