stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.985,"[-1.924, -0.046]",0.939,-2.094,0.040
norefined,c,-6.188,"[-12.046, -0.33]",5.858,-2.109,0.039
norefined,s,-3.971,"[-8.111, 0.17]",4.140,-1.914,0.060
norefined,k0,-1.365,"[-3.018, 0.288]",1.653,-1.648,0.104
norefined,k1,-1.218,"[-3.61, 1.175]",2.392,-1.016,0.313
norefined,k2,-0.401,"[-2.054, 1.251]",1.653,-0.485,0.629
norefined,k3,-0.049,"[-1.622, 1.524]",1.573,-0.062,0.951
norefined,k4,-1.168,"[-3.202, 0.865]",2.033,-1.147,0.255
norefined,k5,1.574,"[-0.425, 3.573]",1.999,1.572,0.121
refined,tt,-1.366,"[-2.121, -0.61]",0.756,-3.608,0.001
refined,c,-7.613,"[-12.164, -3.063]",4.551,-3.339,0.001
refined,s,-3.811,"[-6.026, -1.596]",2.215,-3.434,0.001
refined,k0,0.964,"[-0.056, 1.983]",1.020,1.887,0.063
refined,k1,-0.362,"[-1.56, 0.835]",1.197,-0.604,0.548
refined,k2,-0.184,"[-1.057, 0.69]",0.874,-0.420,0.676
refined,k3,-0.375,"[-1.474, 0.724]",1.099,-0.681,0.498
refined,k4,-0.128,"[-1.282, 1.026]",1.154,-0.221,0.826
refined,k5,-0.900,"[-2.405, 0.606]",1.506,-1.192,0.237
