stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,20.938,2.347,0.000,0,9,619318073.137,31209696.265,19
refined,45.569,2.347,0.000,0,9,619318073.137,14741350.089,19
