stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,79.925,1.765,0.000,57,0,9,2170786252.413,135793144.561
refined,165.162,1.765,0.000,57,0,9,2170786252.413,67905125.513
