stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.210,"[-1.968, -0.452]",0.758,-2.713,0.011
norefined,c,-6.401,"[-10.044, -2.758]",3.643,-2.985,0.006
norefined,s,-2.808,"[-4.756, -0.861]",1.947,-2.451,0.021
norefined,k0,1.100,"[-0.249, 2.449]",1.349,1.385,0.177
norefined,k1,1.271,"[-0.136, 2.679]",1.407,1.535,0.136
norefined,k2,-0.289,"[-1.255, 0.676]",0.965,-0.509,0.615
norefined,k3,0.143,"[-0.493, 0.778]",0.635,0.382,0.705
norefined,k4,-1.418,"[-2.486, -0.349]",1.069,-2.255,0.032
norefined,k5,-1.150,"[-2.732, 0.432]",1.582,-1.235,0.227
refined,tt,-1.556,"[-2.304, -0.808]",0.748,-3.535,0.001
refined,c,-9.186,"[-13.365, -5.006]",4.179,-3.734,0.001
refined,s,-4.248,"[-6.302, -2.194]",2.054,-3.514,0.001
refined,k0,-0.455,"[-1.474, 0.564]",1.019,-0.759,0.454
refined,k1,-0.294,"[-1.211, 0.624]",0.918,-0.544,0.591
refined,k2,0.250,"[-0.49, 0.99]",0.740,0.573,0.571
refined,k3,0.740,"[-0.029, 1.509]",0.769,1.634,0.113
refined,k4,-0.184,"[-0.804, 0.436]",0.620,-0.505,0.618
refined,k5,0.547,"[-0.65, 1.745]",1.198,0.776,0.444
