stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,80.213,1.857,0.000,38,0,9,1273966105.685,49199641.522
refined,193.132,1.857,0.000,38,0,9,1273966105.685,20906144.351
