attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.199,"[-1.627, -0.77]",0.428,-4.661,0.000,4.177,ngd,82,238432080.661,0.159,-1.000,-0.199,0,0,fn
c,-6.282,"[-8.642, -3.922]",2.360,-4.435,0.000,4.177,ngd,82,238432080.661,0.159,-6.000,-0.282,0,0,fn
s,-2.807,"[-3.804, -1.81]",0.997,-4.691,0.000,4.177,ngd,82,238432080.661,0.159,-3.000,0.193,0,0,fn
vot,0.191,,,,,4.177,ngd,82,238432080.661,0.159,0.167,0.024,0,0,fn
tt,-1.158,"[-1.562, -0.753]",0.405,-4.767,0.000,4.514,lm,82,184964376.293,0.140,-1.000,-0.158,0,0,fn
c,-7.725,"[-10.408, -5.042]",2.683,-4.796,0.000,4.514,lm,82,184964376.293,0.140,-6.000,-1.725,0,0,fn
s,-3.511,"[-4.641, -2.381]",1.130,-5.177,0.000,4.514,lm,82,184964376.293,0.140,-3.000,-0.511,0,0,fn
vot,0.150,,,,,4.514,lm,82,184964376.293,0.140,0.167,-0.017,0,0,fn
tt,-1.158,"[-1.562, -0.753]",0.405,-4.767,0.000,8.674,ngd+lm,82,184964376.145,0.140,-1.000,-0.158,0,0,fn
c,-7.725,"[-10.408, -5.042]",2.683,-4.796,0.000,8.674,ngd+lm,82,184964376.145,0.140,-6.000,-1.725,0,0,fn
s,-3.511,"[-4.641, -2.381]",1.130,-5.177,0.000,8.674,ngd+lm,82,184964376.145,0.140,-3.000,-0.511,0,0,fn
vot,0.150,,,,,8.674,ngd+lm,82,184964376.145,0.140,0.167,-0.017,0,0,fn
