attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.249,"[-1.645, -0.853]",0.396,-5.253,0.000,4.197,ngd,69,293293651.735,0.165,-1.000,-0.249,0,0,fn
c,-6.202,"[-8.046, -4.357]",1.845,-5.601,0.000,4.197,ngd,69,293293651.735,0.165,-6.000,-0.202,0,0,fn
s,-3.352,"[-4.434, -2.271]",1.082,-5.163,0.000,4.197,ngd,69,293293651.735,0.165,-3.000,-0.352,0,0,fn
vot,0.201,,,,,4.197,ngd,69,293293651.735,0.165,0.167,0.035,0,0,fn
tt,-0.792,"[-1.005, -0.579]",0.213,-6.187,0.000,4.466,lm,69,222579695.753,0.143,-1.000,0.208,0,0,fn
c,-4.845,"[-6.021, -3.669]",1.176,-6.862,0.000,4.466,lm,69,222579695.753,0.143,-6.000,1.155,0,0,fn
s,-2.188,"[-2.751, -1.624]",0.563,-6.469,0.000,4.466,lm,69,222579695.753,0.143,-3.000,0.812,0,0,fn
vot,0.163,,,,,4.466,lm,69,222579695.753,0.143,0.167,-0.003,0,0,fn
tt,-0.792,"[-1.005, -0.579]",0.213,-6.187,0.000,8.633,ngd+lm,69,222579693.632,0.143,-1.000,0.208,0,0,fn
c,-4.846,"[-6.022, -3.669]",1.176,-6.862,0.000,8.633,ngd+lm,69,222579693.632,0.143,-6.000,1.154,0,0,fn
s,-2.188,"[-2.751, -1.624]",0.563,-6.469,0.000,8.633,ngd+lm,69,222579693.632,0.143,-3.000,0.812,0,0,fn
vot,0.163,,,,,8.633,ngd+lm,69,222579693.632,0.143,0.167,-0.003,0,0,fn
