stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,29.230,1.727,0.000,76,0,9,3395153390.548,689175069.729
refined,29.230,1.727,0.000,76,0,9,3395153390.548,689175069.729
