stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.778,-7.175,-4.624,-0.002,-1.490,1.155,1.997,1.572,0.865,1816878661.628,0.387
norefined,2,-2.458,-7.376,-4.560,-0.185,-1.479,1.013,1.886,1.387,0.924,1582487520.700,0.333
norefined,3,-2.073,-7.567,-4.481,-0.319,-1.453,0.949,1.794,1.220,0.932,1255492320.787,0.274
norefined,4,-1.663,-7.752,-4.379,-0.412,-1.416,0.963,1.704,1.086,0.907,904276214.137,0.215
norefined,5,-1.312,-7.959,-4.190,-0.488,-1.374,0.977,1.591,0.921,0.876,634169697.483,0.165
norefined,6,-1.140,-8.175,-3.939,-0.579,-1.327,0.922,1.417,0.675,0.796,499641736.493,0.139
norefined,7,-1.577,-8.202,-3.831,-0.624,-1.239,0.850,1.265,0.620,0.725,495407148.888,0.192
norefined,8,-1.126,-8.329,-3.790,-0.664,-1.213,0.812,1.170,0.502,0.688,439736299.397,0.135
norefined,9,-1.593,-8.301,-3.752,-0.687,-1.139,0.742,1.049,0.509,0.624,429588228.708,0.192
norefined,10,-1.124,-8.408,-3.745,-0.723,-1.110,0.703,0.972,0.416,0.600,404662677.599,0.134
refined,11,-1.124,-8.408,-3.745,-0.723,-1.110,0.703,0.972,0.416,0.600,404662677.599,0.134
refined,12,-0.891,-5.103,-2.413,-0.396,0.425,-0.197,0.301,0.007,-0.032,296593489.421,0.175
refined,13,-0.961,-6.023,-2.694,-0.220,0.046,-0.149,0.348,0.115,0.154,251672077.006,0.159
refined,14,-1.011,-6.367,-2.868,-0.307,0.019,-0.123,0.341,0.143,0.135,250830505.076,0.159
refined,15,-1.022,-6.445,-2.903,-0.325,0.012,-0.120,0.341,0.154,0.144,250801094.917,0.159
refined,16,-1.026,-6.465,-2.913,-0.329,0.011,-0.119,0.343,0.156,0.145,250800013.048,0.159
refined,17,-1.026,-6.469,-2.915,-0.330,0.011,-0.118,0.343,0.156,0.145,250799966.037,0.159
refined,18,-1.026,-6.470,-2.915,-0.330,0.011,-0.118,0.343,0.156,0.145,250799963.760,0.159
refined,19,-1.026,-6.470,-2.916,-0.330,0.011,-0.118,0.343,0.156,0.146,250799963.643,0.159
refined,20,-1.026,-6.470,-2.916,-0.330,0.011,-0.118,0.343,0.156,0.146,250799963.637,0.159
