attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.411,"[-2.172, -0.65]",0.761,-3.094,0.003,11.290,ngd,7,338421328.429,0.185,-1.000,-0.411,0,0,fn
c,-6.101,"[-9.755, -2.447]",3.654,-2.785,0.007,11.290,ngd,7,338421328.429,0.185,-6.000,-0.101,0,0,fn
s,-3.946,"[-6.108, -1.783]",2.162,-3.043,0.003,11.290,ngd,7,338421328.429,0.185,-3.000,-0.946,0,0,fn
k0,-0.168,"[-0.733, 0.397]",0.565,-0.496,0.621,11.290,ngd,7,338421328.429,0.185,0.000,-0.168,0,0,fp
k1,0.093,"[-0.495, 0.682]",0.588,0.265,0.792,11.290,ngd,7,338421328.429,0.185,0.000,0.093,0,0,fp
k2,-1.016,"[-2.378, 0.346]",1.362,-1.244,0.218,11.290,ngd,7,338421328.429,0.185,0.000,-1.016,0,0,fp
k3,-0.684,"[-1.808, 0.44]",1.124,-1.014,0.314,11.290,ngd,7,338421328.429,0.185,0.000,-0.684,0,0,fp
k4,-1.121,"[-2.034, -0.209]",0.913,-2.049,0.044,11.290,ngd,7,338421328.429,0.185,0.000,-1.121,0,1,fp
k5,1.123,"[-0.462, 2.708]",1.585,1.182,0.241,11.290,ngd,7,338421328.429,0.185,0.000,1.123,0,0,fp
vot,0.231,,,,,11.290,ngd,7,338421328.429,0.185,0.167,0.065,0,0,fn
tt,-2.193,"[-4.547, 0.161]",2.354,-1.554,0.125,11.973,lm,7,1186940515.964,0.347,-1.000,-1.193,1,0,fn
c,-5.589,"[-12.394, 1.216]",6.805,-1.370,0.175,11.973,lm,7,1186940515.964,0.347,-6.000,0.411,1,0,fn
s,-4.012,"[-8.478, 0.454]",4.466,-1.498,0.139,11.973,lm,7,1186940515.964,0.347,-3.000,-1.012,1,0,fn
k0,0.245,"[-1.232, 1.722]",1.477,0.277,0.783,11.973,lm,7,1186940515.964,0.347,0.000,0.245,0,0,fp
k1,0.079,"[-1.086, 1.243]",1.165,0.113,0.911,11.973,lm,7,1186940515.964,0.347,0.000,0.079,0,0,fp
k2,-0.887,"[-3.005, 1.231]",2.118,-0.699,0.487,11.973,lm,7,1186940515.964,0.347,0.000,-0.887,0,0,fp
k3,-0.602,"[-2.431, 1.227]",1.829,-0.549,0.585,11.973,lm,7,1186940515.964,0.347,0.000,-0.602,0,0,fp
k4,-1.204,"[-3.914, 1.507]",2.711,-0.741,0.462,11.973,lm,7,1186940515.964,0.347,0.000,-1.204,0,0,fp
k5,1.720,"[-1.525, 4.965]",3.245,0.884,0.380,11.973,lm,7,1186940515.964,0.347,0.000,1.720,0,0,fp
vot,0.392,,,,,11.973,lm,7,1186940515.964,0.347,0.167,0.226,0,0,fn
tt,-1.101,"[-1.476, -0.726]",0.375,-4.894,0.000,23.134,ngd+lm,7,167406421.221,0.130,-1.000,-0.101,0,0,fn
c,-6.123,"[-8.136, -4.109]",2.014,-5.071,0.000,23.134,ngd+lm,7,167406421.221,0.130,-6.000,-0.123,0,0,fn
s,-3.402,"[-4.485, -2.32]",1.082,-5.243,0.000,23.134,ngd+lm,7,167406421.221,0.130,-3.000,-0.402,0,0,fn
k0,0.156,"[-0.213, 0.524]",0.368,0.705,0.483,23.134,ngd+lm,7,167406421.221,0.130,0.000,0.156,0,0,fp
k1,-0.025,"[-0.408, 0.359]",0.383,-0.108,0.915,23.134,ngd+lm,7,167406421.221,0.130,0.000,-0.025,0,0,fp
k2,0.037,"[-0.662, 0.736]",0.699,0.088,0.930,23.134,ngd+lm,7,167406421.221,0.130,0.000,0.037,0,0,fp
k3,-0.015,"[-0.536, 0.506]",0.521,-0.048,0.962,23.134,ngd+lm,7,167406421.221,0.130,0.000,-0.015,0,0,fp
k4,-0.115,"[-0.576, 0.346]",0.461,-0.417,0.678,23.134,ngd+lm,7,167406421.221,0.130,0.000,-0.115,0,0,fp
k5,-0.345,"[-1.14, 0.451]",0.795,-0.722,0.473,23.134,ngd+lm,7,167406421.221,0.130,0.000,-0.345,0,0,fp
vot,0.180,,,,,23.134,ngd+lm,7,167406421.221,0.130,0.167,0.013,0,0,fn
