stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.418,"[-2.399, -0.436]",0.982,-2.409,0.019
norefined,c,-7.465,"[-12.516, -2.414]",5.051,-2.465,0.016
norefined,s,-3.702,"[-6.168, -1.237]",2.466,-2.504,0.015
norefined,k0,-0.900,"[-2.343, 0.544]",1.444,-1.039,0.302
norefined,k1,0.698,"[-0.408, 1.804]",1.106,1.053,0.296
norefined,k2,-1.830,"[-3.255, -0.406]",1.425,-2.143,0.036
norefined,k3,0.288,"[-0.43, 1.007]",0.718,0.670,0.505
norefined,k4,-0.495,"[-1.728, 0.739]",1.234,-0.669,0.506
norefined,k5,0.619,"[-0.33, 1.568]",0.949,1.088,0.281
refined,tt,-1.418,"[-2.399, -0.436]",0.982,-2.409,0.019
refined,c,-7.465,"[-12.516, -2.414]",5.051,-2.465,0.016
refined,s,-3.702,"[-6.168, -1.237]",2.466,-2.504,0.015
refined,k0,-0.900,"[-2.343, 0.544]",1.444,-1.039,0.302
refined,k1,0.698,"[-0.408, 1.804]",1.106,1.053,0.296
refined,k2,-1.830,"[-3.255, -0.406]",1.425,-2.143,0.036
refined,k3,0.288,"[-0.43, 1.007]",0.718,0.670,0.505
refined,k4,-0.495,"[-1.728, 0.739]",1.234,-0.669,0.506
refined,k5,0.619,"[-0.33, 1.568]",0.949,1.088,0.281
