stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.669,"[-1.032, -0.306]",0.363,-3.678,0.000
norefined,c,-5.474,"[-7.905, -3.043]",2.431,-4.495,0.000
norefined,s,-2.251,"[-3.446, -1.056]",1.195,-3.760,0.000
norefined,k0,0.029,"[-0.85, 0.908]",0.879,0.066,0.948
norefined,k1,0.152,"[-0.294, 0.599]",0.447,0.680,0.499
norefined,k2,-1.250,"[-2.356, -0.144]",1.106,-2.256,0.027
norefined,k3,-0.174,"[-0.822, 0.474]",0.648,-0.535,0.594
norefined,k4,-0.004,"[-0.714, 0.706]",0.710,-0.011,0.991
norefined,k5,-0.423,"[-1.017, 0.17]",0.593,-1.424,0.159
refined,tt,-0.771,"[-0.978, -0.564]",0.207,-7.434,0.000
refined,c,-4.472,"[-5.598, -3.346]",1.126,-7.927,0.000
refined,s,-2.341,"[-2.972, -1.71]",0.631,-7.409,0.000
refined,k0,-0.308,"[-0.732, 0.116]",0.424,-1.449,0.152
refined,k1,0.211,"[-0.015, 0.438]",0.226,1.864,0.067
refined,k2,0.463,"[-0.003, 0.93]",0.466,1.983,0.051
refined,k3,0.082,"[-0.236, 0.4]",0.318,0.516,0.608
refined,k4,-0.584,"[-0.939, -0.229]",0.355,-3.283,0.002
refined,k5,-0.078,"[-0.372, 0.217]",0.294,-0.526,0.600
