stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,76.872,2.023,0.000,0,9,2982267119.267,263308075.662,76
refined,247.018,2.023,0.000,0,9,2982267119.267,87247852.750,76
