stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,27.789,2.023,0.000,0,9,2553551329.685,539541986.849,76
refined,27.789,2.023,0.000,0,9,2553551329.685,539541986.849,76
